0.061817873	0.100473255	0.08495222	-0.022542233	-0.072960794	-0.18017773	0.0012771521	-0.026956247	-0.03441448	-0.1085975	0.048162248	0.13415012	0.049854282	0.03889649	-0.10041222	0.14104113
0.074633986	0.03333561	-0.00700115	0.04812776	-0.058198795	-0.11180834	0.01466632	0.017403023	-0.035849098	-0.013180139	0.046761017	0.03947647	0.023304356	-0.03361927	-0.0828596	0.13852482
-0.04339314	0.053260688	-0.013429174	0.06376768	0.056466643	-0.4744478	0.0017862036	0.047249783	0.04564299	0.04999372	0.043449495	0.021926614	-0.05066738	-0.07545127	-0.059390534	0.08252651
0.027026307	0.03878106	0.041695464	-0.004628444	0.018937297	-0.13660708	0.048601788	0.060899448	-0.014730099	-0.059018876	-0.00046142846	0.0331563	0.027761089	-0.039724037	-0.07425406	0.04752159
0.12556374	0.16932674	0.11327904	-0.052713055	-0.06936971	-0.08951424	0.033277046	0.060016528	-0.16909653	-0.11261279	0.11935529	0.12143124	0.14806436	0.089917794	-0.103131704	0.14874494
-0.033085935	0.009720087	-0.017240854	0.11385171	0.008353288	-0.12832473	-0.08557022	0.15045156	0.016151393	0.08962425	-0.022680696	-0.036750823	-0.027988074	-0.13638937	-0.21327882	0.05748449
-0.011436111	0.089187026	-0.001207575	0.07004916	0.046001017	0.012232122	-0.038518064	-0.003899071	0.056502696	0.039145496	-0.064197145	-0.056440733	0.02785943	-0.04448465	-0.13118808	0.08778748
0.0687958	0.055076003	0.08928238	-0.034813814	-0.022590624	0.098119125	0.032927655	-0.008243239	-0.0670061	-0.059524335	0.066383086	0.077388205	0.09164586	-0.0522692	-0.19227201	0.10862415
0.08058187	0.1150038	0.06213233	-0.02221156	-0.08240984	-0.12449193	0.058367822	0.088769935	-0.058549687	-0.109782204	0.029049456	0.076153934	0.12805045	0.08318327	-0.17860727	0.1855672
-0.01708957	0.008547661	-0.099171996	0.03293568	0.0586603	-0.12173894	0.0074716294	0.062277395	0.10357655	0.028201312	0.028241869	-0.039765317	-0.001493422	-0.054485273	-0.036194723	0.016629886
0.025633538	0.06700773	0.04413775	0.002755199	-0.0069067506	0.10462584	-0.0018465049	0.109785035	-0.05148221	0.023785712	-0.04104986	0.0030533986	0.06367235	-0.031887546	-0.18404168	0.10223225
0.029053388	0.018380797	0.012346995	-0.018689329	-0.05893262	-0.74336076	0.08913703	-0.15333366	0.001372779	-0.068234205	0.011504883	0.060237326	0.019227503	-0.0063247215	0.103241816	0.089964285
-0.031964827	-0.046306003	-0.02535077	0.061037127	0.030121172	-0.3475246	-0.03929031	-0.03604299	0.03310675	0.020383501	0.025252184	-0.036395207	-0.07241342	-0.11144742	-0.0409147	0.05610831
